id_2017,id_2018,method,unique_id,random_state,title_2017,title_2018
HyAbMKwxe,r1q7n9gAb,KNN,f5ad1a86-a1c9-4d62-a445-d69ecf8387ab,69,Tighter bounds lead to improved classifiers,The Implicit Bias of Gradient Descent on Separable Data
HyAbMKwxe,ryG6xZ-RZ,naive,d4c2361d-0b55-4d97-adaf-c0019c3f8d3d,60,Tighter bounds lead to improved classifiers,DLVM: A modern compiler infrastructure for deep learning systems
rJ8uNptgl,rJUBryZ0W,naive,6ad5d9ad-75bd-4b8d-bb27-3948a94912b5,60,Towards the Limit of Network Quantization,Lifelong Learning by Adjusting Priors
rJ8uNptgl,ryQu7f-RZ,SPSM,6dbdc116-def1-49df-809d-7703005f2c46,160,Towards the Limit of Network Quantization,On the Convergence of Adam and Beyond
rJ8uNptgl,S1pWFzbAW,KNN,5abe2d2d-c8f9-400f-99f8-d0c16964bf07,156,Towards the Limit of Network Quantization,Weightless: Lossy Weight Encoding For Deep Neural Network Compression
Hk3mPK5gg,SJx9GQb0-,KNN,d70f69fe-6abe-42fd-8fa4-e1434a9dd1a0,141,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning,Improving the Improved Training of Wasserstein GANs: A Consistency Term and Its Dual Effect
Hk3mPK5gg,S1TgE7WR-,SPSM,2d3414b2-2a6c-4ebf-92f6-dce45e84942b,160,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning,Covariant Compositional Networks For Learning Graphs
Hk3mPK5gg,rywDjg-RW,naive,3abec877-9fb9-41b3-9d3a-3ca713d27df0,60,Training Agent for First-Person Shooter Game with Actor-Critic Curriculum Learning,Neural-Guided Deductive Search for Real-Time Program Synthesis from Examples
ByxpMd9lx,Hkp3uhxCW,KNN,142a592d-ef03-4ab6-a441-689b01c99349,93,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,Revisiting Bayes by Backprop
ByxpMd9lx,SJPpHzW0-,SPSM,0ac29235-47be-4912-8118-26cecf33f2ea,160,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,Influence-Directed Explanations for Deep Convolutional Networks
ByxpMd9lx,HyiRazbRb,naive,4cbb0b95-4ef9-462c-8b77-9a59d203ef7f,60,Transfer Learning for Sequence Tagging with Hierarchical Recurrent Networks,Demystifying overcomplete nonlinear auto-encoders: fast SGD convergence towards sparse representation from random initialization
SJGPL9Dex,SJ19eUg0-,KNN,8eaac9a5-5f26-4a8b-92c4-c68b2a51e39f,62,Understanding Trainable Sparse Coding with Matrix Factorization,BLOCK-DIAGONAL HESSIAN-FREE OPTIMIZATION FOR TRAINING NEURAL NETWORKS
SJGPL9Dex,rkhxwltab,naive,02bc50f9-79e9-46ea-9577-dbac5f93ec6c,60,Understanding Trainable Sparse Coding with Matrix Factorization,AANN: Absolute Artificial Neural Network
SJGPL9Dex,ByW5yxgA-,SPSM,5d2dcddb-84a5-451d-b012-8a789fbb0700,160,Understanding Trainable Sparse Coding with Matrix Factorization,Multiscale Hidden Markov Models For Covariance Prediction
Sk2Im59ex,Hkbd5xZRb,naive,4eb67ecd-8659-41ce-934e-e05ece9a2668,60,Unsupervised Cross-Domain Image Generation,Spherical CNNs
Sk2Im59ex,S1Auv-WRZ,SPSM,7b6cf229-a92b-41ed-a019-9b8c33c26d23,160,Unsupervised Cross-Domain Image Generation,Data Augmentation Generative Adversarial Networks
Sk2Im59ex,ry0WOxbRZ,KNN,86118721-b10a-4baf-9e94-53b19d8ae2b6,89,Unsupervised Cross-Domain Image Generation,IVE-GAN: Invariant Encoding Generative Adversarial Networks
H1Gq5Q9el,S1PWi_lC-,SPSM,c06c847c-fd0a-4893-a25e-1ce238592e0f,160,Unsupervised Pretraining for Sequence to Sequence Learning,Multi-task Learning on MNIST Image Datasets
H1Gq5Q9el,HkwVAXyCW,KNN,2d2849b6-3981-443d-987d-d5c8377043bb,155,Unsupervised Pretraining for Sequence to Sequence Learning,Skip RNN: Learning to Skip State Updates in Recurrent Neural Networks
H1Gq5Q9el,SyunbfbAb,naive,e648dfee-b3c9-4e10-8371-8e762a85421b,60,Unsupervised Pretraining for Sequence to Sequence Learning,FigureQA: An Annotated Figure Dataset for Visual Reasoning
BysvGP5ee,HJvvRoe0W,SPSM,6cafd1d5-263c-4853-a6b3-a968c86ec5d1,160,Variational Lossy Autoencoder,An image representation based convolutional network for DNA classification
BysvGP5ee,HkbmWqxCZ,KNN,2dfc2a64-12cd-4aee-b6d4-f2be85272612,77,Variational Lossy Autoencoder,The Mutual Autoencoder: Controlling Information in Latent Code Representations
BysvGP5ee,rkRwGg-0Z,naive,1e06f374-7d43-4f4d-9339-8c0601046579,60,Variational Lossy Autoencoder,Beyond Word Importance:  Contextual Decomposition to Extract Interactions from LSTMs
rk9eAFcxg,rJWechg0Z,KNN,db190055-e7cb-46b3-a98c-0869f9d57c78,144,Variational Recurrent Adversarial Deep Domain Adaptation,Minimal-Entropy Correlation Alignment for Unsupervised Deep Domain Adaptation
rk9eAFcxg,BkM3ibZRW,SPSM,35c7ba57-5849-40fa-a2ad-ca6ea8937796,160,Variational Recurrent Adversarial Deep Domain Adaptation,Adversarially Regularized Autoencoders
rk9eAFcxg,HJ39YKiTb,naive,59ed05e6-67a8-4336-9145-5dbf0daaa102,60,Variational Recurrent Adversarial Deep Domain Adaptation,Associative Conversation Model: Generating Visual Information from Textual Information
BkmM8Dceg,SkT5Yg-RZ,SPSM,31f4fb22-c9b5-42c2-b537-8f0df8830c4c,160,Warped Convolutions: Efficient Invariance to Spatial Transformations,Intrinsic Motivation and Automatic Curricula via Asymmetric Self-Play
BkmM8Dceg,rJ7yZ2P6-,naive,3aad01e7-2c55-42be-9988-567f38e63cf4,60,Warped Convolutions: Efficient Invariance to Spatial Transformations,Enhance Word Representation for Out-of-Vocabulary on Ubuntu Dialogue Corpus
BkmM8Dceg,H1-oTz-Cb,KNN,4bc05670-fa63-4169-8225-f48caf798951,150,Warped Convolutions: Efficient Invariance to Spatial Transformations,Parametrizing filters of a CNN with a GAN
B1hdzd5lg,rJlMAAeC-,naive,54e444a0-52e0-4873-968e-861316f76c53,60,Words or Characters? Fine-grained Gating for Reading Comprehension,Improving the Universality and Learnability of Neural Programmer-Interpreters with Combinator Abstraction
B1hdzd5lg,HJWGdbbCW,SPSM,36978ee9-0e1b-4f4e-b175-ab8e31bd9b39,160,Words or Characters? Fine-grained Gating for Reading Comprehension,Reinforcement and Imitation Learning for Diverse Visuomotor Skills
B1hdzd5lg,HJRV1ZZAW,KNN,ace29ede-50bf-40b1-b0b2-0a07d3df5d19,149,Words or Characters? Fine-grained Gating for Reading Comprehension,FAST READING COMPREHENSION WITH CONVNETS
